-198.095901,-8.280755,414.611298,-209.904663,-8.450896,413.798065
-198.04126,-8.276402,414.0383,-209.850143,-8.44847,413.224152
-197.986588,-8.272038,413.465332,-209.795593,-8.446033,412.650299
-197.931793,-8.268385,412.892975,-209.740814,-8.443344,412.076599
-197.876816,-8.266401,412.320648,-209.685608,-8.440091,411.50177
-197.821747,-8.264416,411.749542,-209.63031,-8.436837,410.928192
-197.766418,-8.261075,411.178375,-209.574997,-8.434013,410.353577
-197.710907,-8.256876,410.607605,-209.519623,-8.431455,409.778778
-197.655243,-8.252669,410.038727,-209.464111,-8.428893,409.205872
-197.599701,-8.250113,409.467987,-209.408386,-8.425786,408.629791
-197.544037,-8.247656,408.899078,-209.352509,-8.422649,408.05545
-197.488174,-8.244904,408.330933,-209.296371,-8.4196,407.481476
-197.432159,-8.24148,407.762024,-209.239914,-8.416743,406.905823
-197.375916,-8.238058,407.194885,-209.183197,-8.413885,406.33194
-197.319702,-8.235389,406.627014,-209.126831,-8.41079,405.756653
-197.263351,-8.233055,406.059784,-209.070435,-8.407595,405.181671
-197.206741,-8.230264,405.493134,-209.013763,-8.404531,404.6073
-197.150192,-8.223185,404.925995,-208.956924,-8.402749,404.031982
-197.093323,-8.216077,404.359375,-208.899765,-8.400951,403.457184
-197.036301,-8.21253,403.792572,-208.842499,-8.398076,402.882324
-196.979126,-8.212494,403.2258,-208.785156,-8.39416,402.307587
-196.921555,-8.212458,402.658691,-208.727386,-8.390238,401.732513
-196.864655,-8.208562,402.091858,-208.670059,-8.387463,401.158081
-196.80748,-8.204307,401.524689,-208.612442,-8.384773,400.583313
-196.750183,-8.199614,400.957123,-208.554703,-8.3822,400.008423
-196.6931,-8.19397,400.389679,-208.497162,-8.379897,399.434204
-196.635666,-8.188296,399.821503,-208.43927,-8.377577,398.859283
-196.578308,-8.185741,399.253662,-208.381516,-8.374366,398.285126
-196.520737,-8.184419,398.685455,-208.323578,-8.370794,397.710754
-196.462952,-8.183839,398.11676,-208.265411,-8.367012,397.135925
-196.405609,-8.189798,397.54837,-208.207672,-8.361413,396.562164
-196.347992,-8.19577,396.979431,-208.149643,-8.355822,395.987793
-196.290375,-8.19583,396.410339,-208.091553,-8.35189,395.413635
-196.232864,-8.189522,395.841217,-208.033493,-8.349719,394.839783
-196.175064,-8.183202,395.271606,-207.975174,-8.347534,394.265472
-196.118057,-8.183043,394.702087,-207.917068,-8.343668,393.691772
-196.060959,-8.183928,394.132294,-207.85881,-8.33952,393.11792
-196.003662,-8.183674,393.562286,-207.800446,-8.33569,392.543976
-195.946213,-8.179459,392.992157,-207.742416,-8.332941,391.970367
-195.888565,-8.175241,392.421814,-207.684174,-8.330191,391.396545
-195.831421,-8.170567,391.851471,-207.6259,-8.327565,390.822845
-195.774597,-8.165573,391.281097,-207.567581,-8.325027,390.249237
-195.71759,-8.160577,390.710571,-207.509094,-8.322488,389.675476
-195.661224,-8.153708,390.139709,-207.451431,-8.320466,389.102051
-195.604797,-8.146747,389.568695,-207.393738,-8.318464,388.528473
-195.548248,-8.139542,388.997681,-207.335861,-8.316525,387.954956
-195.491653,-8.131806,388.426697,-207.277863,-8.314722,387.381531
-195.434937,-8.124064,387.855621,-207.219742,-8.312912,386.808014
-195.378357,-8.125723,387.284332,-207.161758,-8.308659,386.23465
-195.321808,-8.131868,386.71286,-207.103775,-8.303255,385.661224
-195.265228,-8.137557,386.141388,-207.0457,-8.297983,385.08783
-195.209702,-8.131581,385.569855,-206.987701,-8.295736,384.514496
-195.154114,-8.1256,384.998291,-206.929657,-8.293485,383.941101
-195.098434,-8.124421,384.426605,-206.871674,-8.289993,383.367828
-195.042587,-8.130492,383.854645,-206.813812,-8.284649,382.794556
-194.986694,-8.136562,383.282715,-206.755905,-8.279307,382.221344
-194.930817,-8.132301,382.710693,-206.698303,-8.276594,381.648132
-194.874908,-8.124741,382.13855,-206.640778,-8.274703,381.074829
-194.81897,-8.117773,381.566437,-206.583191,-8.272641,380.501617
-194.763245,-8.115356,380.994049,-206.525436,-8.269413,379.928528
-194.707428,-8.112929,380.421539,-206.467606,-8.266171,379.355377
-194.65564,-8.108819,379.890717,-206.413513,-8.263613,378.823914
-194.616089,-8.103308,379.491882,-206.371338,-8.262251,378.4245
-194.548904,-8.0962,378.789886,-206.301514,-8.25929,377.721954
-194.496017,-8.091694,378.246124,-206.246704,-8.256742,377.178009
-194.44371,-8.087573,377.709167,-206.192612,-8.254146,376.640961
-194.384308,-8.083041,377.094208,-206.131439,-8.251138,376.025909
-194.320953,-8.078282,376.436401,-206.066315,-8.247903,375.36795
-194.256927,-8.073484,375.770599,-206.000504,-8.244627,374.702057
-194.195328,-8.068829,375.131958,-205.937149,-8.241493,374.063324
-194.139404,-8.064502,374.55545,-205.87944,-8.238688,373.486725
-194.092316,-8.060688,374.076141,-205.830566,-8.236396,373.007324
-194.02092,-8.05701,373.327179,-205.756973,-8.23236,372.25827
-193.973724,-8.055295,372.843658,-205.707413,-8.229636,371.774719
-193.930237,-8.053717,372.401398,-205.661575,-8.227048,371.332428
-193.874222,-8.052304,371.829529,-205.604446,-8.223276,370.759186
-193.818161,-8.050839,371.257599,-205.547287,-8.219436,370.185883
-193.762177,-8.04831,370.685455,-205.490021,-8.216245,369.612579
-193.706558,-8.041714,370.112885,-205.432541,-8.214612,369.039459
-193.650909,-8.035245,369.540283,-205.375015,-8.213108,368.46637
-193.59523,-8.031921,368.968262,-205.317612,-8.210568,367.893066
-193.539551,-8.032065,368.396942,-205.260361,-8.206939,367.319702
-193.48381,-8.032256,367.825592,-205.203079,-8.203352,366.746246
-193.427597,-8.027158,367.253082,-205.145752,-8.201401,366.173096
-193.371246,-8.02013,366.680176,-205.088455,-8.200173,365.600067
-193.314804,-8.012815,366.107208,-205.031067,-8.198657,365.027008
-193.258545,-8.009239,365.535126,-204.974182,-8.195492,364.453735
-193.20224,-8.00549,364.963013,-204.917282,-8.191967,363.880432
-193.145905,-8.003416,364.39093,-204.860367,-8.18817,363.30719
-193.089539,-8.007339,363.818756,-204.803482,-8.183059,362.734009
-193.033127,-8.011384,363.24649,-204.746552,-8.178072,362.160736
-192.976517,-8.012208,362.674713,-204.68956,-8.174251,361.587463
-192.919678,-8.009094,362.103394,-204.632477,-8.171784,361.014069
-192.862762,-8.006097,361.532043,-204.575348,-8.169439,360.440643
-192.806168,-7.993931,360.9599,-204.518478,-8.169097,359.867401
-192.749634,-7.977762,360.387421,-204.461639,-8.169641,359.29422
-192.693207,-7.961753,359.814941,-204.404892,-8.170347,358.721039
-192.636597,-7.942394,359.240417,-204.348282,-8.172267,358.148285
-192.580093,-7.922959,358.665771,-204.291763,-8.17442,357.575562
